src,dst,edge_type,edge_source
TUR10-0000000,TUR10-0379560,HYPERNYM,SR
TUR10-0000003,TUR10-0869550,HYPERNYM,SR
TUR10-0000004,TUR10-0747200,HYPERNYM,SR
TUR10-0000006,TUR10-0579300,HYPERNYM,SR
TUR10-0000007,TUR10-0844140,HYPERNYM,SR
TUR10-0000010,TUR10-0008070,HYPERNYM,SR
TUR10-0000011,TUR10-0684420,HYPERNYM,SR
TUR10-0000013,TUR10-0079390,HYPERNYM,SR
TUR10-0000015,TUR10-0444660,HYPERNYM,SR
TUR10-0000018,TUR10-0212060,HYPERNYM,SR
TUR10-0000020,TUR10-0292910,HYPERNYM,SR
TUR10-0000030,TUR10-0516740,HYPONYM,SR
TUR10-0000030,TUR10-0678180,HYPONYM,SR
TUR10-0000030,TUR10-0070540,HYPONYM,SR
TUR10-0000030,TUR10-0418320,HYPONYM,SR
TUR10-0000030,TUR10-0514560,SUBSTANCE_HOLONYM,SR
TUR10-0000030,TUR10-1020010,SUBSTANCE_HOLONYM,SR
TUR10-0000030,TUR10-0991540,SUBSTANCE_HOLONYM,SR
TUR10-0000030,TUR10-0940860,SUBSTANCE_HOLONYM,SR
TUR10-0000030,TUR10-0122950,HYPONYM,SR
TUR10-0000030,TUR10-0194450,HYPONYM,SR
TUR10-0000030,TUR10-0878120,HYPONYM,SR
TUR10-0000030,TUR10-1241350,HYPONYM,SR
TUR10-0000030,TUR10-0530340,HYPERNYM,SR
TUR10-0000030,TUR10-1239720,HYPERNYM,SR
TUR10-0000030,TUR10-0583740,SUBSTANCE_MERONYM,SR
TUR10-0000030,TUR10-1042360,SUBSTANCE_MERONYM,SR
TUR10-0000030,TUR10-0126630,SUBSTANCE_HOLONYM,SR
TUR10-0000030,TUR10-0310130,SUBSTANCE_HOLONYM,SR
TUR10-0000030,TUR10-0766370,SUBSTANCE_HOLONYM,SR
TUR10-0000030,TUR10-1230060,SUBSTANCE_HOLONYM,SR
TUR10-0000030,TUR10-1233400,SUBSTANCE_HOLONYM,SR
TUR10-0000030,TUR10-1233410,SUBSTANCE_HOLONYM,SR
TUR10-0000030,TUR10-0013110,HYPONYM,SR
TUR10-0000030,TUR10-0629280,HYPONYM,SR
TUR10-0000030,TUR10-0498990,HYPONYM,SR
TUR10-0000030,TUR10-0393820,HYPONYM,SR
TUR10-0000030,TUR10-0446630,HYPONYM,SR
TUR10-0000030,TUR10-0476730,HYPONYM,SR
TUR10-0000030,TUR10-0462630,HYPONYM,SR
TUR10-0000030,TUR10-0981990,HYPONYM,SR
TUR10-0000030,TUR10-1253790,HYPONYM,SR
TUR10-0000030,TUR10-1125680,HYPONYM,SR
TUR10-0000030,TUR10-0863040,HYPONYM,SR
TUR10-0000030,TUR10-0849970,HYPONYM,SR
TUR10-0000030,TUR10-0079110,HYPONYM,SR
TUR10-0000030,TUR10-0429590,HYPONYM,SR
TUR10-0000030,TUR10-0434300,HYPONYM,SR
TUR10-0000030,TUR10-0534110,HYPONYM,SR
TUR10-0000030,TUR10-0570460,HYPONYM,SR
TUR10-0000030,TUR10-0588210,HYPONYM,SR
TUR10-0000030,TUR10-0680300,HYPONYM,SR
TUR10-0000030,TUR10-0711240,HYPONYM,SR
TUR10-0000030,TUR10-0347760,HYPONYM,SR
TUR10-0000030,TUR10-0001100,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0092990,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0027270,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0030880,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0095410,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0105670,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0131320,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0343940,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0344210,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0466470,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0491660,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0514430,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0516740,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0608250,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0657440,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0710090,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0710160,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0710170,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0710430,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0710580,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0710600,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0710820,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0710940,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0711360,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0711370,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0711400,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0711440,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0712000,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0712240,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0712250,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0712870,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0712880,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0712940,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0712950,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0713950,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0714030,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0714070,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0714080,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0714160,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0714180,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0714220,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0714250,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0714350,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0770000,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-1142010,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-1197810,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-1253790,DERIVATION_RELATED,SR
TUR10-0000030,TUR10-0657445,DERIVATION_RELATED,SR
TUR10-0000030,ENG31-14869913-n,SYNONYM,ILR
TUR10-0000040,TUR10-0177390,ANTONYM,SR
TUR10-0000040,TUR10-1232030,HYPERNYM,SR
TUR10-0000040,TUR10-1232620,HYPONYM,SR
TUR10-0000040,TUR10-0339080,DERIVATION_RELATED,SR
TUR10-0000040,TUR10-0419140,DERIVATION_RELATED,SR
TUR10-0000040,TUR10-0419150,DERIVATION_RELATED,SR
TUR10-0000040,TUR10-0458300,DERIVATION_RELATED,SR
TUR10-0000040,TUR10-0339070,DERIVATION_RELATED,SR
TUR10-0000040,ENG31-10622393-n,SYNONYM,ILR
TUR10-0000060,TUR10-0490180,HYPERNYM,SR
TUR10-0000060,TUR10-0612840,SUBSTANCE_HOLONYM,SR
TUR10-0000060,TUR10-0866240,SUBSTANCE_MERONYM,SR
TUR10-0000060,TUR10-0000100,DERIVATION_RELATED,SR
TUR10-0000060,TUR10-0000110,DERIVATION_RELATED,SR
TUR10-0000060,TUR10-0000140,DERIVATION_RELATED,SR
TUR10-0000060,TUR10-0000150,DERIVATION_RELATED,SR
TUR10-0000070,TUR10-1214300,HYPERNYM,SR
TUR10-0000070,TUR10-0000140,DERIVATION_RELATED,SR
TUR10-0000070,TUR10-0000150,DERIVATION_RELATED,SR
TUR10-0000070,TUR10-0000260,DERIVATION_RELATED,SR
TUR10-0000070,TUR10-0000610,DERIVATION_RELATED,SR
TUR10-0000070,ENG31-02668709-n,SYNONYM,ILR
TUR10-0000080,TUR10-0000140,DERIVATION_RELATED,SR
TUR10-0000080,TUR10-0000150,DERIVATION_RELATED,SR
TUR10-0000090,TUR10-0341920,HYPERNYM,SR
TUR10-0000090,TUR10-0000140,DERIVATION_RELATED,SR
TUR10-0000090,TUR10-0000150,DERIVATION_RELATED,SR
TUR10-0000090,TUR10-0000260,DERIVATION_RELATED,SR
TUR10-0000090,TUR10-0000610,DERIVATION_RELATED,SR
TUR10-0000100,TUR10-1172540,HYPERNYM,SR
TUR10-0000100,TUR10-0000060,DERIVATION_RELATED,SR
TUR10-0000100,TUR10-0370730,HYPERNYM,SR
TUR10-0000100,TUR10-0000140,DERIVATION_RELATED,SR
TUR10-0000110,TUR10-1172540,HYPERNYM,SR
TUR10-0000110,TUR10-0000060,DERIVATION_RELATED,SR
TUR10-0000110,TUR10-0370730,HYPERNYM,SR
TUR10-0000120,TUR10-0110140,DOMAIN_TOPIC,SR
TUR10-0000120,TUR10-0336150,DOMAIN_TOPIC,SR
TUR10-0000120,TUR10-0048660,DERIVATION_RELATED,SR
TUR10-0000120,TUR10-1248450,DERIVATION_RELATED,SR
TUR10-0000130,TUR10-0932620,HYPERNYM,SR
TUR10-0000130,TUR10-0057620,DERIVATION_RELATED,SR
TUR10-0000130,TUR10-0090740,DERIVATION_RELATED,SR
TUR10-0000130,TUR10-0263040,DERIVATION_RELATED,SR
TUR10-0000130,TUR10-0514860,DERIVATION_RELATED,SR
TUR10-0000130,TUR10-0531430,DERIVATION_RELATED,SR
TUR10-0000140,TUR10-0668210,HYPERNYM,SR
TUR10-0000140,TUR10-0000060,DERIVATION_RELATED,SR
TUR10-0000140,TUR10-0000100,DERIVATION_RELATED,SR
TUR10-0000140,TUR10-0370740,HYPERNYM,SR
TUR10-0000140,TUR10-0000070,DERIVATION_RELATED,SR
TUR10-0000140,TUR10-0000080,DERIVATION_RELATED,SR
TUR10-0000140,TUR10-0000090,DERIVATION_RELATED,SR
TUR10-0000140,TUR10-0668215,HYPERNYM,SR
TUR10-0000150,TUR10-0668210,HYPERNYM,SR
TUR10-0000150,TUR10-0000060,DERIVATION_RELATED,SR
TUR10-0000150,TUR10-0370740,HYPERNYM,SR
TUR10-0000150,TUR10-0000070,DERIVATION_RELATED,SR
TUR10-0000150,TUR10-0000080,DERIVATION_RELATED,SR
TUR10-0000150,TUR10-0000090,DERIVATION_RELATED,SR
TUR10-0000150,TUR10-0668215,HYPERNYM,SR
TUR10-0000160,TUR10-0844420,HYPERNYM,SR
TUR10-0000170,TUR10-0316950,HYPERNYM,SR
TUR10-0000170,TUR10-0708190,DOMAIN_TOPIC,SR
TUR10-0000180,TUR10-1214900,HYPERNYM,SR
TUR10-0000180,TUR10-0000220,DERIVATION_RELATED,SR
TUR10-0000180,TUR10-0000230,DERIVATION_RELATED,SR
TUR10-0000180,ENG31-03642609-n,SYNONYM,ILR
TUR10-0000190,TUR10-0506670,HYPERNYM,SR
TUR10-0000190,TUR10-0000200,DERIVATION_RELATED,SR
TUR10-0000190,TUR10-0000210,DERIVATION_RELATED,SR
TUR10-0000190,TUR10-0000220,DERIVATION_RELATED,SR
TUR10-0000190,TUR10-0000230,DERIVATION_RELATED,SR
TUR10-0000200,TUR10-1172540,HYPERNYM,SR
TUR10-0000200,TUR10-0000190,DERIVATION_RELATED,SR
TUR10-0000200,TUR10-0370730,HYPERNYM,SR
TUR10-0000200,TUR10-0000210,DERIVATION_RELATED,SR
TUR10-0000210,TUR10-0000190,DERIVATION_RELATED,SR
TUR10-0000210,TUR10-0000200,DERIVATION_RELATED,SR
TUR10-0000210,TUR10-0370740,HYPERNYM,SR
TUR10-0000210,TUR10-0668210,HYPERNYM,SR
TUR10-0000210,TUR10-0668215,HYPERNYM,SR
TUR10-0000220,TUR10-0000230,ANTONYM,SR
TUR10-0000220,TUR10-0000180,DERIVATION_RELATED,SR
TUR10-0000220,TUR10-0000190,DERIVATION_RELATED,SR
TUR10-0000230,TUR10-0000220,ANTONYM,SR
TUR10-0000230,TUR10-0000180,DERIVATION_RELATED,SR
TUR10-0000230,TUR10-0000190,DERIVATION_RELATED,SR
TUR10-0000250,TUR10-0648120,DOMAIN_TOPIC,SR
TUR10-0000250,TUR10-0546320,DOMAIN_TOPIC,SR
TUR10-0000250,TUR10-0110570,HYPERNYM,SR
TUR10-0000250,ENG31-02668977-n,SYNONYM,ILR
TUR10-0000260,TUR10-0000070,DERIVATION_RELATED,SR
TUR10-0000260,TUR10-0000090,DERIVATION_RELATED,SR
TUR10-0000290,TUR10-0000370,DERIVATION_RELATED,SR
TUR10-0000300,TUR10-0708190,DOMAIN_TOPIC,SR
TUR10-0000310,TUR10-0556740,DOMAIN_TOPIC,SR
TUR10-0000310,TUR10-0032580,HYPERNYM,SR
TUR10-0000320,TUR10-0490180,HYPERNYM,SR
TUR10-0000370,TUR10-0000290,DERIVATION_RELATED,SR
TUR10-0000390,TUR10-0708190,DOMAIN_TOPIC,SR
TUR10-0000400,TUR10-0738620,HYPERNYM,SR
TUR10-0000400,TUR10-0000410,DERIVATION_RELATED,SR
TUR10-0000400,TUR10-0000430,DERIVATION_RELATED,SR
TUR10-0000400,TUR10-0000440,DERIVATION_RELATED,SR
TUR10-0000400,ENG31-12791496-n,SYNONYM,ILR
TUR10-0000410,TUR10-0109440,DOMAIN_TOPIC,SR
TUR10-0000410,TUR10-0785480,HYPONYM,SR
TUR10-0000410,TUR10-0365050,HYPERNYM,SR
TUR10-0000410,TUR10-0000400,DERIVATION_RELATED,SR
TUR10-0000430,TUR10-0000400,DERIVATION_RELATED,SR
TUR10-0000440,TUR10-0000400,DERIVATION_RELATED,SR
TUR10-0000450,TUR10-0827940,HYPERNYM,SR
TUR10-0000450,TUR10-0129480,DERIVATION_RELATED,SR
TUR10-0000450,ENG31-00368378-n,SYNONYM,ILR
TUR10-0000450,ENG31-06771546-n,SYNONYM,ILR
TUR10-0000470,TUR10-0350520,HYPERNYM,SR
TUR10-0000470,TUR10-0000550,DERIVATION_RELATED,SR
TUR10-0000470,TUR10-0129480,DERIVATION_RELATED,SR
TUR10-0000520,TUR10-0129480,DERIVATION_RELATED,SR
TUR10-0000550,TUR10-0772810,HYPERNYM,SR
TUR10-0000550,TUR10-0000470,DERIVATION_RELATED,SR
TUR10-0000550,TUR10-0129480,DERIVATION_RELATED,SR
TUR10-0000550,TUR10-0000560,DERIVATION_RELATED,SR
TUR10-0000550,TUR10-0558970,DERIVATION_RELATED,SR
TUR10-0000550,TUR10-0558980,DERIVATION_RELATED,SR
TUR10-0000550,ENG31-00368378-n,SYNONYM,ILR
TUR10-0000560,TUR10-1246780,HYPERNYM,SR
TUR10-0000560,TUR10-0000550,DERIVATION_RELATED,SR
TUR10-0000560,TUR10-0129480,DERIVATION_RELATED,SR
TUR10-0000610,TUR10-0000070,DERIVATION_RELATED,SR
TUR10-0000610,TUR10-0000090,DERIVATION_RELATED,SR
TUR10-0000620,TUR10-0193880,DOMAIN_TOPIC,SR
TUR10-0000620,TUR10-0032580,HYPERNYM,SR
TUR10-0000630,TUR10-0193880,DOMAIN_TOPIC,SR
TUR10-0000660,TUR10-0071460,DERIVATION_RELATED,SR
TUR10-0000700,TUR10-0916550,DERIVATION_RELATED,SR
TUR10-0000710,TUR10-1247900,DERIVATION_RELATED,SR
TUR10-0000720,TUR10-0916320,DERIVATION_RELATED,SR
TUR10-0000720,TUR10-1247900,DERIVATION_RELATED,SR
TUR10-0000720,ENG31-02139048-s,SYNONYM,ILR
TUR10-0000740,TUR10-0426310,HYPERNYM,SR
TUR10-0000750,TUR10-0416600,HYPERNYM,SR
TUR10-0000760,TUR10-0375940,HYPERNYM,SR
TUR10-0000760,TUR10-0357000,HYPONYM,SR
TUR10-0000760,TUR10-0000990,DERIVATION_RELATED,SR
TUR10-0000760,TUR10-0489400,DERIVATION_RELATED,SR
TUR10-0000760,TUR10-0489420,DERIVATION_RELATED,SR
TUR10-0000770,TUR10-0747210,DOMAIN_TOPIC,SR
TUR10-0000770,TUR10-0481280,HYPERNYM,SR
TUR10-0000770,TUR10-0488470,HYPONYM,SR
TUR10-0000770,TUR10-0481320,DERIVATION_RELATED,SR
TUR10-0000770,TUR10-0481370,DERIVATION_RELATED,SR
TUR10-0000770,TUR10-0481410,DERIVATION_RELATED,SR
TUR10-0000770,TUR10-0489400,DERIVATION_RELATED,SR
TUR10-0000770,TUR10-0489480,DERIVATION_RELATED,SR
TUR10-0000770,TUR10-0253030,DERIVATION_RELATED,SR
TUR10-0000770,TUR10-0253040,DERIVATION_RELATED,SR
TUR10-0000770,TUR10-0253050,DERIVATION_RELATED,SR
TUR10-0000770,TUR10-0253060,DERIVATION_RELATED,SR
TUR10-0000770,TUR10-0481390,DERIVATION_RELATED,SR
TUR10-0000770,TUR10-0481400,DERIVATION_RELATED,SR
TUR10-0000770,TUR10-0489420,DERIVATION_RELATED,SR
TUR10-0000770,ENG31-10766249-n,SYNONYM,ILR
TUR10-0000780,TUR10-0197710,HYPERNYM,SR
TUR10-0000780,TUR10-0916370,DERIVATION_RELATED,SR
TUR10-0000790,TUR10-1246960,HYPERNYM,SR
TUR10-0000790,TUR10-0916370,DERIVATION_RELATED,SR
TUR10-0000800,TUR10-0747210,DOMAIN_TOPIC,SR
TUR10-0000800,TUR10-0053820,HYPERNYM,SR
TUR10-0000810,TUR10-0747210,DOMAIN_TOPIC,SR
TUR10-0000810,TUR10-0851000,HYPERNYM,SR
TUR10-0000830,TUR10-0367070,DOMAIN_TOPIC,SR
TUR10-0000830,TUR10-0763330,HYPERNYM,SR
TUR10-0000830,TUR10-0771920,HYPONYM,SR
TUR10-0000830,TUR10-0000900,DERIVATION_RELATED,SR
TUR10-0000830,TUR10-0000920,DERIVATION_RELATED,SR
TUR10-0000830,TUR10-0000850,DERIVATION_RELATED,SR
TUR10-0000830,TUR10-1216620,DERIVATION_RELATED,SR
TUR10-0000830,TUR10-1247910,DERIVATION_RELATED,SR
TUR10-0000830,TUR10-1247920,DERIVATION_RELATED,SR
TUR10-0000830,TUR10-0000880,DERIVATION_RELATED,SR
TUR10-0000830,TUR10-0000890,DERIVATION_RELATED,SR
TUR10-0000830,TUR10-0000910,DERIVATION_RELATED,SR
TUR10-0000830,TUR10-0000940,DERIVATION_RELATED,SR
TUR10-0000830,TUR10-0000950,DERIVATION_RELATED,SR
TUR10-0000830,TUR10-0000960,DERIVATION_RELATED,SR
TUR10-0000840,TUR10-0367070,DOMAIN_TOPIC,SR
TUR10-0000840,TUR10-0032580,HYPERNYM,SR
TUR10-0000840,TUR10-1216620,DERIVATION_RELATED,SR
TUR10-0000840,TUR10-0000890,DERIVATION_RELATED,SR
TUR10-0000850,TUR10-0336150,DOMAIN_TOPIC,SR
TUR10-0000850,TUR10-1204530,MEMBER_HOLONYM,SR
TUR10-0000850,TUR10-0701080,HYPERNYM,SR
TUR10-0000850,TUR10-0238500,HYPONYM,SR
TUR10-0000850,TUR10-0000830,DERIVATION_RELATED,SR
TUR10-0000850,TUR10-0684910,DERIVATION_RELATED,SR
TUR10-0000850,TUR10-1204530,DERIVATION_RELATED,SR
TUR10-0000850,ENG31-01930097-n,SYNONYM,ILR
TUR10-0000860,TUR10-0313390,HYPERNYM,SR
TUR10-0000860,TUR10-0109440,DOMAIN_TOPIC,SR
TUR10-0000880,TUR10-0000830,DERIVATION_RELATED,SR
TUR10-0000890,TUR10-0000830,DERIVATION_RELATED,SR
TUR10-0000890,TUR10-0000840,DERIVATION_RELATED,SR
TUR10-0000900,TUR10-0000830,DERIVATION_RELATED,SR
TUR10-0000900,TUR10-0849800,HYPERNYM,SR
TUR10-0000910,TUR10-0000830,DERIVATION_RELATED,SR
TUR10-0000920,TUR10-0000830,DERIVATION_RELATED,SR
TUR10-0000920,TUR10-0176380,HYPERNYM,SR
TUR10-0000940,TUR10-0000830,DERIVATION_RELATED,SR
TUR10-0000950,TUR10-0000830,DERIVATION_RELATED,SR
TUR10-0000960,TUR10-0000830,DERIVATION_RELATED,SR
TUR10-0000990,TUR10-0681110,HYPERNYM,SR
TUR10-0000990,TUR10-0000760,DERIVATION_RELATED,SR
TUR10-0000990,TUR10-0003540,DERIVATION_RELATED,SR
TUR10-0000990,TUR10-1247040,DERIVATION_RELATED,SR
TUR10-0001000,TUR10-0109440,DOMAIN_TOPIC,SR
TUR10-0001000,TUR10-0109420,HYPERNYM,SR
TUR10-0001010,TUR10-0109440,DOMAIN_TOPIC,SR
TUR10-0001010,TUR10-0675950,HYPERNYM,SR
TUR10-0001020,TUR10-1220160,DOMAIN_TOPIC,SR
TUR10-0001020,TUR10-0042930,HYPONYM,SR
TUR10-0001020,TUR10-0462750,HYPONYM,SR
TUR10-0001020,TUR10-0849540,HYPONYM,SR
TUR10-0001020,TUR10-1220860,HYPONYM,SR
TUR10-0001020,TUR10-0466290,MEMBER_MERONYM,SR
TUR10-0001020,TUR10-1107480,HYPONYM,SR
TUR10-0001020,TUR10-0244860,HYPONYM,SR
TUR10-0001020,TUR10-1220590,HYPERNYM,SR
TUR10-0001020,TUR10-1220600,HYPONYM,SR
TUR10-0001020,TUR10-1220620,HYPONYM,SR
TUR10-0001020,TUR10-0079550,HYPONYM,SR
TUR10-0001020,TUR10-0528970,HYPONYM,SR
TUR10-0001020,TUR10-0508070,HYPONYM,SR
TUR10-0001020,TUR10-1117460,HYPONYM,SR
TUR10-0001020,TUR10-0253410,HYPONYM,SR
TUR10-0001020,TUR10-0802610,HYPONYM,SR
TUR10-0001020,TUR10-0550700,HYPONYM,SR
TUR10-0001020,TUR10-0680860,HYPONYM,SR
TUR10-0001020,TUR10-0650560,HYPONYM,SR
TUR10-0001020,TUR10-0650550,HYPONYM,SR
TUR10-0001020,TUR10-0027020,DERIVATION_RELATED,SR
TUR10-0001020,TUR10-0031540,DERIVATION_RELATED,SR
TUR10-0001020,TUR10-0170740,DERIVATION_RELATED,SR
TUR10-0001020,ENG31-06509450-n,SYNONYM,ILR
TUR10-0001020,ENG31-06371284-n,SYNONYM,ILR
TUR10-0001050,TUR10-0637340,DOMAIN_TOPIC,SR
TUR10-0001050,TUR10-0051750,DOMAIN_TOPIC,SR
TUR10-0001050,TUR10-1246390,HYPERNYM,SR
TUR10-0001060,ENG31-01433985-s,SYNONYM,ILR
TUR10-0001100,TUR10-1230650,HYPERNYM,SR
TUR10-0001100,TUR10-0000030,DERIVATION_RELATED,SR
TUR10-0001100,TUR10-0446630,DERIVATION_RELATED,SR
TUR10-0001110,TUR10-0546320,DOMAIN_TOPIC,SR
TUR10-0001110,TUR10-0833270,HYPERNYM,SR
TUR10-0001110,TUR10-0037010,HYPONYM,SR
TUR10-0001110,TUR10-0612780,HYPONYM,SR
TUR10-0001110,TUR10-0001130,DERIVATION_RELATED,SR
TUR10-0001110,TUR10-0037000,DERIVATION_RELATED,SR
TUR10-0001110,TUR10-0037020,DERIVATION_RELATED,SR
TUR10-0001110,TUR10-0037090,DERIVATION_RELATED,SR
TUR10-0001110,TUR10-0037110,DERIVATION_RELATED,SR
TUR10-0001110,TUR10-0037130,DERIVATION_RELATED,SR
TUR10-0001110,TUR10-1247540,DERIVATION_RELATED,SR
TUR10-0001110,TUR10-0875890,DERIVATION_RELATED,SR
TUR10-0001110,TUR10-0009870,DERIVATION_RELATED,SR
TUR10-0001110,TUR10-0037010,DERIVATION_RELATED,SR
TUR10-0001110,TUR10-0037030,DERIVATION_RELATED,SR
TUR10-0001110,ENG31-03749393-n,SYNONYM,ILR
TUR10-0001130,TUR10-0001110,DERIVATION_RELATED,SR
TUR10-0001130,TUR10-0036990,DERIVATION_RELATED,SR
TUR10-0001180,TUR10-0142220,DOMAIN_TOPIC,SR
TUR10-0001180,TUR10-0193600,HYPERNYM,SR
TUR10-0001200,TUR10-1232620,HYPERNYM,SR
TUR10-0001200,ENG31-09873624-n,SYNONYM,ILR
TUR10-0001210,TUR10-0269060,HYPERNYM,SR
TUR10-0001220,TUR10-1231380,HYPERNYM,SR
TUR10-0001220,TUR10-0144280,DERIVATION_RELATED,SR
TUR10-0001220,TUR10-0983370,DERIVATION_RELATED,SR
TUR10-0001220,TUR10-0985000,DERIVATION_RELATED,SR
TUR10-0001220,ENG31-10299366-n,SYNONYM,ILR
TUR10-0001230,TUR10-0357260,HYPERNYM,SR
TUR10-0001230,TUR10-0001240,DERIVATION_RELATED,SR
TUR10-0001230,ENG31-10274662-n,SYNONYM,ILR
TUR10-0001240,TUR10-1199370,HYPERNYM,SR
TUR10-0001240,TUR10-0001230,DERIVATION_RELATED,SR
TUR10-0001240,ENG31-00859053-n,SYNONYM,ILR
TUR10-0001250,TUR10-0713190,HYPERNYM,SR
TUR10-0001250,TUR10-0001270,DERIVATION_RELATED,SR
TUR10-0001260,TUR10-0001270,DERIVATION_RELATED,SR
TUR10-0001270,TUR10-0001250,DERIVATION_RELATED,SR
TUR10-0001270,TUR10-0001260,DERIVATION_RELATED,SR
TUR10-0001320,TUR10-1212410,HYPERNYM,SR
TUR10-0001330,TUR10-0193880,DOMAIN_TOPIC,SR
TUR10-0001330,TUR10-0232230,HYPERNYM,SR
TUR10-0001340,TUR10-0815600,DOMAIN_TOPIC,SR
TUR10-0001340,TUR10-1201340,INSTANCE_HYPONYM,SR
TUR10-0001340,TUR10-0110630,HYPERNYM,SR
TUR10-0001340,ENG31-01077041-n,SYNONYM,ILR
TUR10-0001340,ENG31-00956197-n,SYNONYM,ILR
TUR10-0001350,TUR10-0565710,HYPERNYM,SR
TUR10-0001350,TUR10-0001390,DERIVATION_RELATED,SR
TUR10-0001350,ENG31-10689922-n,SYNONYM,ILR
TUR10-0001360,TUR10-0565710,HYPERNYM,SR
TUR10-0001360,TUR10-0001410,DERIVATION_RELATED,SR
TUR10-0001360,TUR10-0001390,DERIVATION_RELATED,SR
TUR10-0001360,ENG31-10689922-n,SYNONYM,ILR
TUR10-0001390,TUR10-0001350,DERIVATION_RELATED,SR
TUR10-0001390,TUR10-0001360,DERIVATION_RELATED,SR
TUR10-0001410,TUR10-0001360,DERIVATION_RELATED,SR
TUR10-0001410,TUR10-0090830,HYPERNYM,SR
TUR10-0001420,TUR10-0193880,DOMAIN_TOPIC,SR
TUR10-0001420,TUR10-0199820,HYPERNYM,SR
TUR10-0001430,TUR10-1108470,HYPERNYM,SR
TUR10-0001440,TUR10-0012910,HYPERNYM,SR
TUR10-0001450,TUR10-1236230,HYPERNYM,SR
TUR10-0001460,TUR10-0318830,HYPERNYM,SR
TUR10-0001470,TUR10-0318830,HYPERNYM,SR
TUR10-0001500,ENG31-01792782-s,SYNONYM,ILR
TUR10-0001550,TUR10-0322800,HYPERNYM,SR
TUR10-0001560,TUR10-0545210,PART_HOLONYM,SR
TUR10-0001560,TUR10-1242050,HYPERNYM,SR
TUR10-0001560,ENG31-15235985-n,SYNONYM,ILR
TUR10-0001570,TUR10-0276280,DOMAIN_TOPIC,SR
TUR10-0001570,TUR10-0847600,HYPERNYM,SR
TUR10-0001570,TUR10-0245970,DERIVATION_RELATED,SR
TUR10-0001570,ENG31-00844353-n,SYNONYM,ILR
TUR10-0001590,TUR10-0267320,DOMAIN_TOPIC,SR
TUR10-0001590,TUR10-0701830,ANTONYM,SR
TUR10-0001590,ENG31-00011776-a,SYNONYM,ILR
TUR10-0001640,TUR10-0142220,DOMAIN_TOPIC,SR
TUR10-0001640,TUR10-0174540,HYPONYM,SR
TUR10-0001640,TUR10-0815140,HYPERNYM,SR
TUR10-0001640,TUR10-0194070,HYPONYM,SR
TUR10-0001640,TUR10-0786900,HYPONYM,SR
TUR10-0001640,TUR10-0178420,HYPONYM,SR
TUR10-0001640,TUR10-0416190,HYPONYM,SR
TUR10-0001640,TUR10-0366240,DERIVATION_RELATED,SR
TUR10-0001640,ENG31-14542968-n,SYNONYM,ILR
TUR10-0001660,TUR10-0653580,HYPONYM,SR
